file,avg_return,std_return,best_return,avg_steps_per_ep,final_epsilon,avg_loss
amidar_metrics.json,5.01,5.236083141687751,24.0,647.8066666666666,0.38458683333333343,0.050069532231756746
amidar_metrics_a1e-4_g0.95.json,6.476666666666667,5.289245902982978,28.0,640.1166666666667,0.3918923333333334,0.005800416765703827
amidar_metrics_a2.5e-4_g0.99.json,6.076666666666667,5.325797801477467,23.0,681.1433333333333,0.35291700000000004,0.0416730559289459
amidar_metrics_boltz_tau0.7.json,1.89,1.6964374435858223,8.0,589.95,0.43955066666666676,0.04710935149338434
amidar_metrics_eps_1.0_to_0.01_over_600k.json,2.296666666666667,2.000497160430099,14.0,605.0833333333334,0.7004854,0.07922279699699421
