name,episodes,avg_return,std_return,best_return,avg_steps_per_ep,final_epsilon,avg_loss
a1e-4_g0.95,300,6.476666666666667,5.289245902982978,28.0,640.1166666666667,0.3918923333333334,0.005800416765703827
a2.5e-4_g0.99,300,6.076666666666667,5.325797801477467,23.0,681.1433333333333,0.35291700000000004,0.0416730559289459
